Region_ID,Time_Period,Renewable_Capacity_Added_MW,Total_Energy_Demand_MWh,Coal_Power_Generation_MWh,Carbon_Emission_tCO2,Transmission_Capacity_MW,Transmission_Completion_Rate,PSA_Signed,DISCOM_Debt_USD,AT_C_Loss_Percent,Land_Acquisition_Delay_Months,Renewable_Subsidy_USD,Coal_Subsidy_USD,Energy_Storage_Capacity_MW,Economic_Growth_Rate,Project_ID,Project_Completion_Status
IN-HP,2024-03,176.48,1060022,2258038,10931541,9526,76.4953669026401,1,301394360,36.4757557668458,,42281615,124551198,7085.0,1.58,,
IN-AR,2023-09,820.64,838688,1969888,44364429,23960,98.31634779238645,1,481316620,20.017147429449526,0.0,93502238,202244089,1601.0,-4.27,,
IN-MP,2021-10,45.85,5139484,2006056,13110561,3863,90.66666481231562,0,474743939,22.415982113360926,2.0,26673617,430062692,1393.0,7.92,,
IN-ML,2015-08,82.58,7048583,560186,49538795,39780,42.64496887721757,1,449998024,4.125668574809111,6.0,85044677,254224929,,-0.42,,
IN-AN,2018-02,107.31,1595527,4109168,44409996,6605,79.70978297185214,1,533874684,,24.0,64150867,495948734,3893.0,-3.64,,
IN-NL,2023-03,227.69,8240111,772195,24680675,3018,37.83565393641383,0,851359755,38.61896735583321,8.0,66539684,181495504,1706.0,6.26,,
IN-PB,2012-10,0.0,4582651,215199,45872311,18612,,0,522199197,30.84215190974288,34.0,26343452,224147536,4792.0,3.79,,
IN-PB,2012-03,279.47,9678124,641640,10156403,26904,91.54618009360561,0,743698379,14.71544071565431,36.0,9434492,488631066,8496.0,4.49,,
IN-JH,2021-04,194.31,1275373,1052701,17944137,33793,89.04195055988964,1,913643864,14.079921173896292,17.0,66720485,5236253,1189.0,12.48,,
IN-CT,2011-08,682.28,2441952,3456740,2609737,19002,40.61752152526421,0,797415987,6.223008416082382,,23608940,494245607,3322.0,7.39,,
IN-PB,2018-10,0.0,8687227,330647,2374112,22009,5.9554831171626414,1,899004248,46.193849960074154,1.0,35647573,325546322,151.0,6.16,,
IN-CH,2010-11,31.42,5820130,427001,18059286,23087,22.61620194555396,1,422606738,47.869927820418795,30.0,59861288,22107782,,9.3,,
IN-DL,2017-07,0.0,6321202,2069588,49030337,17056,55.56778826224987,1,143785354,21.934134077928135,14.0,49432216,118898637,5500.0,2.73,,
IN-LD,2023-07,29.68,8049201,201986,35739002,28497,91.57124600172494,0,727917138,15.191731288948002,25.0,99681016,494636800,3568.0,8.54,,
IN-GA,2011-09,110.55,8121346,4741469,41894374,39990,44.08185287044562,1,942930180,27.121367688808366,27.0,78462837,342161824,430.0,14.17,,
IN-NL,2016-05,14.74,3583066,4333550,30513678,27315,98.64535322210266,1,724782935,,32.0,72025489,86395981,9973.0,12.88,,
IN-KL,2021-05,446.81,3961854,926064,27665584,7114,44.05486961943734,0,60531032,34.40399427182082,,49998917,254057377,3541.0,1.93,,
IN-MH,2013-12,51.22,6266990,2528187,37263579,34932,88.43261637844773,1,282370168,36.74871732815655,25.0,38961636,418314317,,11.5,,
IN-AN,2023-06,442.69,9799411,3891996,42103428,29905,8.368770337531451,0,728480563,39.774306078069465,8.0,39107474,441107716,3776.0,8.73,,
IN-MH,2016-01,292.25,7980220,63533,19715633,17209,81.51106064250895,1,47171999,37.37019744106782,28.0,30218668,297585153,2647.0,-4.35,,
IN-RJ,2023-07,108.6,4576836,4306157,39925993,4989,7.414034526609137,0,656468499,39.60373279904337,27.0,5025214,320324524,9402.0,11.24,,
IN-UP,2012-09,0.0,1122536,3721044,29183553,4149,8.451824809260577,1,698078551,21.32491287251777,1.0,94648882,322703835,,-4.39,,
IN-CH,2012-06,1593.79,9278014,2591749,44203548,21760,59.34577635403704,1,376214711,14.17234418358157,34.0,7220214,293715737,7863.0,11.24,,
IN-JK,2025-03,166.74,293129,4275003,26770631,32708,32.3187701911082,1,861322346,,8.0,76658636,3800900,1575.0,9.08,,
IN-BR,2024-08,170.53,3385580,1110778,27437867,28654,70.11924324239423,0,798797958,16.187107980480736,31.0,6315175,412209491,2761.0,6.01,,
IN-GJ,2021-09,158.19,3245312,2616943,5759659,31056,,1,633921638,20.915688050050413,34.0,34650877,292698469,9450.0,3.94,,
IN-MN,2012-01,286.12,7213063,237983,11863820,24993,64.05454302368564,0,809060186,10.00186021733192,,4317097,107915042,5593.0,14.79,,
IN-MN,2016-07,20.16,5996560,4334521,44769362,7568,77.20520741334872,0,775672304,5.662574084420985,16.0,33942701,322708533,1060.0,9.91,,
IN-BR,2012-03,0.0,3461847,3827323,26222415,12685,26.49357317128329,0,410688647,22.366843605784076,34.0,28227463,168126957,1241.0,5.03,,
IN-HP,2012-01,0.0,4472508,3439358,4551734,23197,6.716187556252551,1,27240885,30.358303427273132,27.0,96396185,35997095,,0.08,,
IN-MN,2020-03,7.42,752986,1624044,44768997,25531,41.2320415375344,1,516170078,27.923539588264397,13.0,80888425,77213076,2308.0,6.92,,
IN-TS,2010-04,580.84,1553024,3360490,11408867,26178,88.1042196611354,0,748913908,24.27292998268002,7.0,9951172,66634538,,-0.79,,
IN-KA,2025-10,74.22,6572164,1687751,23959819,17072,17.798032002330523,0,993455941,15.457809058948884,3.0,22363834,243845595,2302.0,-0.97,,
IN-MZ,2015-07,209.72,1130491,76130,48413603,9414,68.40797430339528,1,792558685,7.931386618331676,10.0,50511210,455964635,3257.0,9.81,,
IN-MN,2023-01,89.13,7846486,3154748,34854697,37685,18.81800114835819,0,725178270,36.8422214641868,4.0,6093660,8970387,9864.0,4.43,,
IN-TN,2017-07,431.39,6555346,590555,13369389,27699,7.250706435295296,1,245964615,40.56164875154226,,16987783,148113834,1995.0,3.82,,
IN-CH,2025-07,116.61,20655,3307270,18104112,26678,59.411114064181405,1,363027003,11.858855638562455,33.0,43483574,64594664,8971.0,4.22,,
IN-RJ,2019-11,352.84,1035664,1397270,33154074,30340,5.833838491955234,0,236230618,29.181986143691102,14.0,62323609,360048634,6044.0,1.38,,
IN-KL,2016-12,423.87,5648259,2330557,28760011,34584,69.03453670669381,0,632326657,36.632603864134545,5.0,56439157,408724710,,-3.71,,
IN-OR,2022-09,0.0,7659371,625037,18644581,45033,47.072779198094985,1,887263595,5.562990000148471,28.0,35279333,367671580,6188.0,2.4,,
IN-TN,2017-01,84.13,8158370,4235006,9192262,39751,,1,754838960,35.73896891712724,16.0,4186039,385606410,3297.0,-1.68,,
IN-TR,2017-09,626.26,9758189,3500201,22033028,9397,42.92310900718731,0,283805271,38.85526626927995,12.0,38942635,154905296,913.0,9.67,,
IN-BR,2024-05,872.85,427936,3634014,43700360,41140,86.3654926244842,0,176485242,36.90147357477508,20.0,17721606,20582737,7559.0,-1.67,,
IN-TS,2013-11,0.0,4913543,1587658,33953286,3938,77.4688908711054,1,35529136,43.33693966175378,11.0,79844943,74425202,86.0,11.99,,
IN-MH,2017-12,102.56,1483357,2074386,42905743,40997,33.354520219454386,1,155448103,37.67810736704663,17.0,83651601,462762793,5141.0,9.1,,
IN-ML,2019-03,1206.05,4844952,3748364,9300957,20615,99.15118232639038,1,575328991,18.30202939825938,11.0,7185731,58432645,2206.0,-4.58,,
IN-AS,2020-02,204.81,6945597,2213944,36579166,11270,27.778368572421485,1,493824789,6.945549357304559,4.0,89489268,271823053,2129.0,3.59,,
IN-UT,2023-10,0.0,5056621,3178684,6613220,9661,87.16563476631809,1,159815602,18.21049653970767,2.0,52280525,395696808,6329.0,8.71,,
IN-GA,2019-02,392.96,3909315,2860896,15986864,4838,20.883880826649825,0,75602084,26.820101665153512,8.0,80600353,145915347,1049.0,5.31,,
IN-HR,2020-03,406.14,8779321,2705943,7171697,8261,69.98331652129394,1,450416695,,,11005870,475624508,1385.0,12.19,,
IN-AN,2015-08,134.13,3394973,3873150,12170634,30213,44.95668950859677,1,862244583,10.340783862887836,35.0,47490544,91271380,,2.71,,
IN-OR,2018-11,175.37,1399960,192681,23699733,24461,41.592498639098416,0,155187356,41.00743142450926,0.0,30225311,154322360,6618.0,9.41,,
IN-AP,2021-11,0.0,483665,2721795,12202611,27995,20.79324478163713,1,736294886,10.603122234625651,14.0,44695476,403735725,7659.0,12.18,,
IN-DL,2013-07,338.79,485972,3871143,10949796,34042,64.68000087760893,1,108660022,41.76341510994178,13.0,83855418,34935078,,9.08,,
IN-PY,2011-12,94.05,3168287,4154040,42402717,26962,4.087398760157512,1,959340278,24.96193871184607,28.0,56837407,418807490,,-0.32,,
IN-RJ,2010-06,0.0,9484589,734694,32447882,9600,19.661396569663523,0,52384966,17.60928317401584,,86207075,490912476,3613.0,-0.92,,
IN-BR,2015-06,0.0,5953107,1342171,27378596,17162,48.2934070995654,0,223543598,30.594970590068943,9.0,63830802,407963559,,3.96,,
IN-JK,2016-07,0.0,9866458,2140175,8801185,48166,22.725325949142107,0,318114350,11.099825976162647,,40743049,149747975,218.0,2.86,,
IN-JK,2011-03,0.0,4179578,1151944,21497085,39200,2.5529129232250036,1,632093770,37.55388398418045,,85447087,172796437,729.0,-0.99,,
IN-BR,2016-08,654.94,8918531,1240449,34274377,26175,43.24823790740646,0,228994957,2.247376966674258,10.0,751715,328865757,3982.0,7.6,,
IN-TN,2025-04,124.36,9479528,1854582,24299164,31611,78.53110294569778,0,810237371,22.376967765686334,21.0,97617165,32611388,7818.0,6.3,,
IN-JK,2014-06,321.97,367285,386571,32590484,143,90.51843110729536,1,511333186,18.04287254937397,32.0,41870970,412066696,56.0,3.34,,
IN-LD,2013-02,21.53,8079901,4943119,8754901,18378,5.598244314192902,0,801707166,48.56908891859344,26.0,66435252,434286388,,5.53,,
IN-WB,2023-02,235.51,625627,3681447,32073711,15659,,0,797431105,25.977551606310623,,69435736,151548175,8704.0,11.3,,
IN-PY,2024-06,176.64,839552,2963607,3687273,10069,,0,462451726,14.113988175470343,21.0,46898088,376584710,6435.0,0.35,,
IN-TR,2010-04,7.49,2109704,4158190,49072183,18174,17.844666634392304,1,130398829,1.057683502535578,,85829787,25746070,832.0,-4.81,,
IN-CT,2022-06,782.24,7692364,2449061,6885957,37559,3.4171441582915296,1,181616698,37.40081110057617,19.0,68531602,263334880,2691.0,12.66,,
IN-ML,2023-11,570.86,1590102,1382171,9087945,19439,52.12970517969083,0,581897210,,13.0,82358515,269355398,5667.0,8.25,,
IN-UP,2017-01,18.76,5853382,2506158,7332924,30308,82.31237938140927,1,186860482,6.2032387956133475,30.0,86618717,33945833,2550.0,3.24,,
IN-UP,2018-06,184.71,3827995,2520519,32073655,46279,28.36350325802649,0,408284952,19.552779371917893,22.0,63698599,493581570,5916.0,13.64,,
IN-MN,2011-09,127.03,1719744,4612017,26530718,4517,83.53257238299051,1,475564508,16.34160538313943,5.0,15098866,439570960,51.0,11.17,,
IN-GJ,2010-01,241.72,6479333,4386466,33843903,19240,99.85915975312314,0,341199690,40.586849731776674,27.0,92121365,99438332,6152.0,2.04,,
IN-SK,2015-01,1355.78,5891556,2740056,48536437,45225,77.63254209001407,1,199187739,12.684033611710726,9.0,33557339,75034303,3792.0,14.92,,
IN-AN,2014-02,129.39,3786955,2534961,18925747,37268,88.5434930525025,1,178635741,5.2244859451875065,30.0,25632837,337844053,9204.0,-2.47,,
IN-RJ,2017-02,0.0,6773344,2499010,12558883,44626,15.995274424464622,0,338802538,23.746434337803933,31.0,60776518,279983151,4090.0,14.49,,
IN-WB,2016-03,0.0,5085668,395901,32042038,32337,16.68105852464361,0,667399599,10.342362871995315,18.0,83299111,350104436,3636.0,2.33,,
IN-UT,2014-02,29.91,5566457,568314,49799530,15199,18.565061817765795,1,993034116,19.966075579772024,2.0,64155207,361937085,7010.0,4.17,,
IN-HR,2020-08,352.37,311184,1218539,7747980,13829,77.27544756168274,0,127484610,15.635480403114338,26.0,62120213,204761036,6914.0,8.25,,
IN-KL,2014-05,0.0,6453364,3555457,8913499,16880,77.87351006880324,0,598132961,34.10655075486139,6.0,59496207,58937994,6254.0,-1.88,,
IN-PB,2025-04,398.24,2042986,2425833,25365173,12419,98.85635909318172,1,572616444,8.250378095563521,23.0,57220602,178530698,1215.0,8.15,,
IN-AS,2011-01,637.51,4632422,4183672,13716800,19065,,0,179327838,43.94562654771207,7.0,9158075,78188969,4257.0,2.54,,
IN-CT,2013-10,292.36,5458305,4735889,5408173,30384,93.93245163846903,0,935660211,45.22778559695164,35.0,48684994,417143957,3182.0,11.62,,
IN-GJ,2012-02,3.94,427611,1543056,48706407,44586,74.83983374317596,1,632401038,,14.0,83758063,365823705,3138.0,4.87,,
IN-NL,2018-09,253.64,7684840,1297376,34624530,4842,46.61808748682187,1,246682085,34.17107938758032,2.0,19047813,188895354,5845.0,6.67,,
IN-MP,2014-02,473.26,2178670,4995650,13950519,3481,78.42195193782777,1,316001893,8.724708652535313,,76153091,385650679,,4.5,,
IN-DL,2023-08,0.0,9969122,3836710,49648373,42398,43.730552613157634,1,6860719,23.462354752308173,20.0,90998406,484663183,5363.0,12.28,,
IN-MH,2010-06,0.0,1147221,2271686,36017120,5446,77.59996318747775,0,611392900,,,56738355,189656283,8406.0,-0.95,,
IN-JH,2017-12,180.99,7143936,3721122,23346905,30195,,0,462608265,1.8996092910179618,19.0,61871156,66413331,5171.0,12.93,,
IN-PY,2021-01,107.69,8569938,4725100,2173963,35006,4.7016193563882425,1,324475954,4.721866668707903,23.0,71422088,390137792,9544.0,10.01,,
IN-TR,2012-12,0.0,7398906,2521605,47373696,35475,56.56710267294195,0,428279692,47.66387677480102,36.0,83390050,33983416,,11.09,,
IN-TN,2017-10,114.73,8035619,899965,11187165,19283,26.939798609740084,0,444698792,5.431240551051997,,31166512,73378207,4560.0,0.43,,
IN-GJ,2010-08,301.16,6929712,733867,23488741,19884,74.57643474897317,1,237196083,38.41738952772761,24.0,21151340,350563542,7024.0,9.84,,
IN-TN,2010-11,103.21,7246954,2403660,8315916,21263,80.49830857167925,1,167134082,12.288021192034709,22.0,48304487,461031270,9336.0,9.38,,
IN-HP,2020-02,0.0,1133818,4513577,14042111,20837,9.684899187125994,1,611385650,30.70067089852051,25.0,56721681,116983372,1915.0,3.83,,
IN-HR,2018-04,175.01,1491247,1691422,25967224,40089,37.30991073194415,1,165453009,29.21080569959647,23.0,9451894,69546780,7424.0,11.69,,
IN-DN,2015-02,139.25,1722847,1447198,17617736,2490,83.15110096272215,0,822143479,19.2989805729609,,19419151,135797607,4185.0,13.68,,
IN-DN,2020-05,181.04,9223781,2734822,2397533,31243,55.981848427742285,0,83752672,8.77781162164365,35.0,15487626,376349854,5407.0,6.69,,
IN-AR,2021-09,306.94,8780207,1060269,22163583,16112,35.61838586574263,0,552966590,24.003852468140284,19.0,80176135,66599933,2910.0,9.39,,
IN-HR,2021-09,0.0,4191250,2529724,30192268,8537,98.03918792353099,1,732675190,24.738848481559746,,53466445,440812160,3022.0,14.71,,
IN-UT,2014-01,11.45,9391622,1574327,40958630,42230,16.219037679442227,1,350924845,10.715543987432207,17.0,56052823,269406693,3465.0,6.39,,
IN-TS,2019-02,0.0,8062363,157116,29722965,23546,53.368667335537765,1,799214900,,26.0,75442711,101896970,1803.0,7.81,,
IN-AR,2019-03,313.63,7142213,4371988,29280917,40681,19.07839726642605,0,778111131,41.443934200157656,12.0,19970236,153046533,3559.0,11.92,,
IN-RJ,2016-10,649.48,4023783,976860,15814724,35491,24.306880134469644,1,895431735,26.644556500286082,30.0,87568117,479530528,2416.0,1.72,,
IN-AS,2017-09,519.58,8098154,2417900,45059553,4373,12.593471647289412,1,485898413,29.243594010663433,5.0,28986712,320650143,2705.0,-1.71,,
IN-WB,2023-06,150.16,2436230,4413609,10561239,13825,65.69627565227466,0,890170261,8.229334871267586,8.0,41641630,437956033,683.0,0.18,,
IN-PB,2016-06,0.0,6467823,1733850,32228095,42396,29.187233958503136,0,815277335,27.20160891038469,18.0,70934524,132975884,3283.0,13.64,,
IN-OR,2021-07,192.67,2490177,822120,7753211,20526,,1,46279562,32.77474397911192,2.0,18213185,309065317,7663.0,5.11,,
IN-LA,2020-09,793.28,2716914,2847356,1292,21646,,0,743832553,37.42007421849885,0.0,42003735,408047125,9449.0,13.48,,
IN-AS,2022-07,22.69,67194,3472963,347627,8946,96.24036010197362,1,626425137,28.155045061842653,12.0,53705281,157126362,6270.0,-4.39,,
IN-NL,2023-11,7.07,5878989,308575,33341052,7946,86.57668225370821,1,939758064,10.450117438962996,32.0,43006830,330032218,9517.0,3.49,,
IN-RJ,2023-02,228.2,5376121,3579023,48300835,48862,75.10398252875645,0,46184653,46.68340869773236,12.0,89382569,373991369,3887.0,9.31,,
IN-KL,2019-12,0.0,6296314,2183075,3245671,3814,,1,923865904,2.250915830853051,,19054752,118980788,4416.0,6.2,,
IN-MN,2018-04,450.44,9119965,1725598,32419087,26208,57.63783900042681,1,612210400,35.29371201578276,32.0,81638075,172647334,5346.0,9.15,,
IN-WB,2017-11,0.0,6756731,4835906,11528238,14417,35.621049296574846,1,488204266,0.12402102003915005,,63334172,371361340,9003.0,7.21,,
IN-HR,2016-04,87.56,5057758,1191422,29172005,20981,,0,431250237,44.12198085957357,,90669164,350044077,2268.0,-0.01,,
IN-BR,2015-11,810.54,1747383,884628,19540962,8013,86.69210667709748,1,107174034,24.230111578959228,33.0,93166331,129105878,,1.01,,
IN-PY,2017-06,0.0,1529047,919668,38184379,17554,66.08831760709234,1,459671707,26.192315574009466,15.0,53772861,188642437,8402.0,-2.9,,
IN-GA,2011-02,496.45,8979770,4475541,42658122,19583,46.39042083917961,0,477827946,26.547676391558433,8.0,22854201,322935461,,0.43,,
IN-KL,2016-02,0.0,6904545,4995424,43947366,1585,1.5504401544919943,1,637429678,31.52288960464618,5.0,31501385,16779587,6950.0,10.28,,
IN-AN,2011-02,53.5,3098736,1681797,12026849,39374,91.33344643569973,0,170688352,,22.0,88573301,22976315,2375.0,1.12,,
IN-HR,2021-10,46.19,9007795,2505717,10008549,40666,16.363217475983806,0,239338914,6.64450970557458,6.0,82292202,477274576,352.0,-3.67,,
IN-GA,2012-03,386.57,2872736,2219867,36403214,49877,45.33697506926734,0,831948899,8.864310420415162,17.0,55790706,326784927,3602.0,11.35,,
IN-HR,2018-05,45.73,2033133,1447004,28220724,8858,49.59466775138516,1,916687286,,16.0,57700347,390525544,349.0,14.13,,
IN-RJ,2019-05,0.0,5168185,2686944,47751511,19635,60.49560113978538,1,71940661,34.21620346760622,2.0,50919303,424320911,4051.0,14.55,,
IN-BR,2014-03,340.41,8935186,3276399,30457001,30735,89.04490264708562,1,768834671,27.782242155884585,,8503718,152187355,2097.0,-3.37,,
IN-JH,2018-08,22.39,4341615,485212,7963244,34982,32.36272281796864,0,939359230,,15.0,70891550,26718689,9331.0,9.26,,
IN-DN,2025-04,167.82,2019928,2381650,46415145,41312,90.88458802013147,0,62714260,39.95700508485099,16.0,66058625,187287880,2157.0,-4.89,,
IN-JH,2025-08,1291.36,6685015,2013462,29303291,35359,79.2423326576954,0,634260984,7.994404798259147,18.0,87323501,275751609,1746.0,7.31,,
IN-PY,2021-08,102.11,5213401,2460229,34326354,33301,,0,705020095,35.375913634688814,3.0,88703778,229028799,4634.0,-1.12,,
IN-TS,2012-07,114.88,4803722,2494234,17195917,11538,15.870522279659205,1,360895843,48.21428794055736,29.0,35723289,454607821,6856.0,-1.08,,
IN-TS,2024-11,235.53,5548223,2550755,36531774,38492,57.75944837383793,0,276525442,,,85392654,265352603,3297.0,11.83,,
IN-TS,2020-12,2.46,9753723,3849248,29603738,22455,10.601151538067144,1,530347565,22.72509746505939,29.0,62143790,411650943,5754.0,-1.72,,
IN-KL,2015-11,371.26,3184308,2799846,11043282,41439,35.469544334813506,1,923026883,22.181613159986284,27.0,55364337,327345405,3879.0,-2.22,,
IN-UP,2014-05,275.09,5949234,1970889,7037524,1384,2.806395913817339,0,577280497,38.889294866211884,23.0,87065679,360769933,,7.18,,
IN-AP,2015-07,21.35,1866740,2329648,33693764,45422,34.33565602607944,0,217977984,,0.0,71105965,342383009,696.0,3.46,,
IN-HP,2024-12,0.0,3860595,3270434,33610733,42516,41.82449551604073,1,103678476,36.62589623660518,6.0,39258482,38723943,6440.0,11.67,,
IN-BR,2010-06,0.0,4710235,4563704,34411431,15852,,0,65217972,,0.0,86799859,388048694,,5.88,,
IN-WB,2025-06,1186.16,6402173,154976,2933734,14826,91.51152859071557,0,474158243,45.172163328702446,6.0,31221741,482546434,7976.0,6.54,,
IN-MP,2024-06,80.81,4250665,3369720,43884719,2487,42.09719889131257,1,502980203,21.625904890381577,2.0,30437379,157851628,8051.0,-3.33,,
IN-MZ,2019-10,372.29,2109480,456412,32078020,13779,95.30882049622507,1,714433277,17.943815551583036,36.0,35260953,118471981,8469.0,-0.01,,
IN-MH,2023-01,187.06,6491680,4311109,31891873,39266,58.37297606352683,0,805797987,13.955533464246889,27.0,79783266,307395762,837.0,5.67,,
IN-AP,2023-04,165.91,2753568,3613712,2094588,43668,76.61228444268275,0,948058016,,5.0,96126236,77616542,6345.0,0.8,,
IN-CT,2014-01,0.0,9183487,3632522,24611554,18755,,0,578764694,49.11148175137377,0.0,39207332,291381492,229.0,10.79,,
IN-LA,2022-11,394.63,2242308,1414877,36657228,582,0.7757160728395718,1,940286160,45.19022611714183,6.0,57229124,477951296,5323.0,8.13,,
IN-TN,2019-12,183.12,3839419,3748293,20921447,2130,,0,926026385,7.130430441204888,25.0,77710100,175437983,7604.0,1.18,,
IN-UT,2017-02,0.0,3715379,4160747,25075999,28331,98.7500568293582,0,156511876,41.133345443642675,22.0,33537466,105307104,722.0,9.7,,
IN-AP,2023-08,73.59,4734231,2640282,39204909,26034,,0,994485598,5.293601979561596,2.0,85849995,389026594,6163.0,12.09,,
IN-MZ,2014-04,0.0,6095186,2519221,20814752,6315,26.199644229146667,0,734762418,17.39349919278087,6.0,99184791,129648825,,0.75,,
IN-MP,2013-06,187.42,8551221,4440366,34910346,47592,82.4193518770694,0,818716387,27.7960303871004,20.0,57721171,104210638,3191.0,9.34,,
IN-UT,2020-05,0.0,9918099,1131408,18518179,38608,47.995858657058854,0,242858400,45.956190967969086,,78744982,491128294,2379.0,1.96,,
IN-LA,2025-07,104.8,6511201,2180624,22727008,38408,70.00267331374575,0,184984998,25.255210027312252,21.0,37997678,39651801,1494.0,14.14,,
IN-MZ,2024-04,286.44,47561,210895,3284846,26368,6.629330674250722,1,524166358,,17.0,12185593,263745648,937.0,-0.54,,
IN-PY,2010-11,0.0,4341784,307298,30339426,49070,10.06798032390488,0,467292512,38.9721911085462,36.0,7509755,302576906,2537.0,-0.22,,
IN-GJ,2017-12,484.7,6027759,1307269,47517391,21327,95.90258988254715,1,751828750,16.909437057749937,5.0,34848677,11466808,9503.0,7.37,,
IN-KL,2025-04,0.0,152588,2234,45344334,42307,,1,955067006,0.24923706638633747,21.0,3887163,321192243,2899.0,14.7,,
IN-OR,2016-02,0.0,653744,4568699,23088704,27397,91.14452656323833,1,867682925,12.543404659383967,18.0,15052116,486094142,1136.0,7.77,,
IN-SK,2014-11,240.5,4657843,1748548,16688844,18338,36.023441853580096,1,765888269,7.53841882244608,32.0,57057695,317257554,9277.0,7.13,,
IN-TS,2015-06,63.61,2736861,3097874,767705,42525,40.6541795224924,1,197306730,19.230981146820312,31.0,12138635,487969922,6123.0,11.71,,
IN-CH,2010-10,810.89,7014681,766913,2171415,13704,83.10868853568468,1,262596784,27.16799576422876,21.0,92192654,346946845,1837.0,3.65,,
IN-DN,2017-03,0.0,9872963,1525366,11203155,9801,38.022238238647745,1,256705230,41.42820907487296,32.0,30525338,163309420,4101.0,6.88,,
IN-DN,2016-11,545.67,8674536,3348938,10861421,30420,9.701167858364668,0,921096518,4.016918924565998,18.0,7057171,492565613,856.0,4.44,,
IN-AR,2018-11,625.06,7315275,2885055,48512678,6114,24.18617660490313,1,38815095,12.86985873095165,6.0,49805841,462250152,6466.0,7.15,,
IN-OR,2010-09,0.0,1795450,4390891,13514081,11754,,1,677248377,13.994880721157843,10.0,45815000,427590733,6098.0,7.67,,
IN-UT,2017-04,0.0,2164857,2973829,34391480,24410,41.7795480349858,0,252722499,,36.0,44338676,443154049,3535.0,9.66,,
IN-MH,2018-12,0.0,7248169,3856276,41560412,40878,10.931734444057174,0,999894708,19.51211662570213,27.0,75050028,102965762,8595.0,4.63,,
IN-PY,2015-02,234.91,133146,1255792,14398002,11384,,1,653469814,36.362700048710494,4.0,19267665,339456162,4537.0,13.44,,
IN-HP,2020-08,49.8,1825654,4526515,30336996,10956,82.42168904482683,0,525749751,,11.0,22542900,129065032,5183.0,-2.03,,
IN-TN,2022-05,174.13,7776920,3565358,46088611,33705,58.44592699644875,0,834969944,11.691140842565966,,90755987,222901194,5802.0,-2.91,,
IN-ML,2010-01,167.97,3865247,897624,20555463,31711,94.17872946223626,0,196194657,12.059281287025147,6.0,73485780,460177463,5040.0,13.9,,
IN-CH,2013-08,592.47,5874046,747337,23139955,37797,36.005786371190965,1,371798365,4.630287378099424,33.0,77128343,106784494,,10.96,,
IN-JH,2014-06,68.64,5119914,4700321,4362301,28331,,1,117872664,39.27326902526808,8.0,10928366,11916482,,0.53,,
IN-MH,2015-03,471.5,812496,3083915,18517441,13865,47.07848210044776,0,68463014,27.60347653143939,30.0,14195646,216882945,,9.41,,
IN-LA,2022-09,0.0,7021689,1322941,11076467,12857,,0,72271282,4.535725325011319,34.0,50476998,452112989,1791.0,10.92,,
IN-BR,2021-10,7.88,3879415,2828318,33927017,12705,81.43048226258621,1,387008675,34.208293851460084,,16151799,32624835,8203.0,-0.12,,
IN-BR,2025-12,662.56,9564182,2713768,46737532,7823,57.613813700737445,1,595827723,14.978611795969154,26.0,31452920,284059542,7771.0,0.3,,
IN-GJ,2014-05,0.0,7364766,298038,17759055,8038,95.17677881006973,0,677210928,17.156624625049275,12.0,93605784,228059031,9215.0,5.51,,
IN-UP,2018-01,430.42,6102713,3429757,15291569,1867,21.804516986896804,0,198715207,23.46216429435258,21.0,69820362,263653207,336.0,-3.57,,
IN-MZ,2021-08,292.94,848045,817720,42666433,37487,48.0562029244276,1,865978930,46.19200866457739,7.0,40421066,19619913,5458.0,11.85,,
IN-AP,2011-04,177.3,8683349,2666847,30909760,1805,75.27555095919473,1,58132973,35.96994596612593,11.0,25381431,331879706,2530.0,6.28,,
IN-AN,2012-06,15.94,2823979,4095614,41448490,37215,44.58142719596413,1,342228963,35.70462340676171,26.0,63567614,86517342,668.0,8.73,,
IN-KA,2022-08,209.99,5280122,4611916,18576265,10915,43.79467860568037,1,237350197,3.698125847427136,11.0,69483034,44694650,8046.0,-0.98,,
IN-MP,2025-11,0.0,7361916,3368403,42759288,30162,,0,670062132,,6.0,5861139,13023390,352.0,12.65,,
IN-TN,2012-02,135.86,6615880,4371449,32029137,35577,87.6800413553068,0,831013584,9.172342932302069,3.0,39859224,237336872,653.0,10.65,,
IN-HP,2024-07,536.37,3244433,3776638,23322094,22424,53.41654504437503,1,648528389,17.0221281729072,23.0,65247633,292860204,4188.0,14.41,,
IN-CT,2024-12,443.06,7616654,3753198,19949412,25387,14.193128693765345,1,363028499,45.30017974926564,12.0,95781719,312724327,2841.0,-2.31,,
IN-NL,2022-01,348.47,1595258,3596803,34816312,24541,11.04333583509851,1,816690747,7.8072512560736165,7.0,27326538,141737740,8724.0,11.55,,
IN-UP,2013-05,56.84,6165443,2193986,39257602,34691,32.33690048349618,0,951178823,14.95760421229676,14.0,14400927,471542611,3498.0,5.2,,
IN-PB,2024-05,76.09,8094528,4389893,345928,41008,5.754351074375441,1,604238469,14.08803141880216,5.0,97938510,234003724,2571.0,9.64,,
IN-CH,2017-07,473.26,1958145,4758684,34015926,673,96.18759806800662,0,157309973,12.481253348754128,1.0,32260426,381605330,9543.0,14.67,,
